,Current,Fc,Tc,Tr,Tj
1597,12.0,0.5,32.13678759,53.31873941,39.0701832
1598,12.0,0.5,32.82250804,52.8835355,39.27335962
1599,12.0,0.5,32.41615518,52.94570749,39.32415373
1600,12.0,0.5,32.5685375,52.94570749,39.14637436
1601,12.0,0.5,32.13678759,53.41199739,39.32415373
1602,12.0,0.5,32.59393455,53.13222345,39.27335962
1603,12.0,0.5,31.88281706,53.28765342,39.1209773
1604,12.0,0.5,32.44155223,53.13222345,39.37494784
1605,12.0,0.5,32.41615518,53.07005146,39.27335962
1606,12.0,0.5,32.33996402,53.31873941,39.17177141
1607,12.0,0.5,32.31456697,53.28765342,39.24796257
1608,12.0,0.5,32.33996402,53.19439544,39.40034489
1609,12.0,0.5,32.61933161,52.9146215,39.01938909
1610,12.0,0.5,32.41615518,53.16330944,39.32415373
1611,12.0,0.5,32.36536107,53.19439544,39.60352132
1612,12.0,0.5,32.49234634,52.9146215,39.55272721
1613,12.0,0.5,32.33996402,53.19439544,39.40034489
1614,12.0,0.5,32.33996402,52.8835355,39.55272721
1615,12.0,0.5,32.61933161,53.59851335,39.60352132
1616,12.0,0.5,32.08599348,53.62959935,39.27335962
1617,12.0,0.5,32.44155223,53.31873941,38.91780088
1618,12.0,0.5,32.11139054,53.41199739,39.40034489
1619,12.0,0.5,32.41615518,53.19439544,39.50193311
1620,12.0,0.5,32.33996402,53.31873941,39.27335962
1621,12.0,0.5,32.33996402,53.19439544,39.55272721
1622,12.0,0.5,32.36536107,53.31873941,39.47653605
1623,12.0,0.5,32.41615518,53.3498254,39.37494784
1624,12.0,0.5,32.23837581,53.3498254,39.47653605
1625,12.0,0.5,32.41615518,53.3498254,39.40034489
1626,12.0,0.5,32.13678759,53.41199739,39.55272721
1627,12.0,0.5,31.90821411,52.07529967,39.17177141
1628,12.0,0.5,32.11139054,53.28765342,39.24796257
1629,12.0,0.5,32.36536107,53.41199739,39.24796257
1630,12.0,0.5,32.36536107,53.31873941,39.95908007
1631,12.0,0.5,31.95900822,53.62959935,39.47653605
1632,12.0,0.5,32.44155223,53.3498254,39.27335962
1633,12.0,0.5,32.41615518,52.75919153,39.62891837
1634,12.0,0.5,32.26377286,53.31873941,39.32415373
1635,12.0,0.5,32.33996402,53.16330944,39.50193311
1636,12.0,0.5,32.31456697,53.3498254,39.37494784
1637,12.0,0.5,31.88281706,53.3498254,39.37494784
1638,12.0,0.5,32.41615518,52.85244951,39.40034489
1639,12.0,0.5,32.41615518,53.41199739,39.37494784
1640,12.0,0.5,31.90821411,53.31873941,39.47653605
1641,12.0,0.5,32.33996402,53.3498254,39.55272721
1642,12.0,0.5,32.13678759,53.44308339,39.60352132
1643,12.0,0.5,32.26377286,53.59851335,39.60352132
1644,12.0,0.5,31.85742,53.56742736,39.27335962
1645,12.0,0.5,32.33996402,53.16330944,39.14637436
1646,12.0,0.5,32.33996402,53.62959935,39.73050659
1647,12.0,0.5,32.44155223,53.41199739,39.01938909
1648,12.0,0.5,32.5685375,53.44308339,39.67971248
1649,12.0,0.5,32.41615518,53.3498254,39.17177141
1650,12.0,0.5,32.36536107,53.59851335,39.55272721
1651,12.0,0.5,32.26377286,53.3498254,39.73050659
1652,12.0,0.5,32.41615518,53.41199739,39.60352132
1653,12.0,0.5,32.31456697,53.19439544,39.60352132
1654,12.0,0.5,32.36536107,53.59851335,39.60352132
1655,12.0,0.5,32.41615518,53.44308339,39.60352132
1656,12.0,0.5,32.00980232,52.51050358,39.60352132
1657,12.0,0.5,32.44155223,53.41199739,39.62891837
1658,12.0,0.5,32.41615518,53.62959935,39.65431543
1659,12.0,0.5,32.69552277,53.56742736,39.75590364
1660,12.0,0.5,32.21297875,53.47416938,39.60352132
1661,12.0,0.5,32.44155223,53.47416938,39.60352132
1662,12.0,0.5,32.36536107,53.41199739,39.60352132
1663,12.0,0.5,32.49234634,54.03371726,39.27335962
1664,12.0,0.5,32.36536107,53.16330944,39.55272721
1665,12.0,0.5,32.41615518,53.41199739,39.40034489
1666,12.0,0.5,32.41615518,53.31873941,39.75590364
1667,12.0,0.5,32.26377286,53.44308339,39.55272721
1668,12.0,0.5,32.33996402,53.59851335,39.60352132
1669,12.0,0.5,32.44155223,53.56742736,39.60352132
1670,12.0,0.5,32.33996402,53.75394332,39.62891837
1671,12.0,0.5,32.36536107,53.56742736,39.55272721
1672,12.0,0.5,32.36536107,53.59851335,39.60352132
1673,12.0,0.5,32.49234634,53.90937329,39.60352132
1674,12.0,0.5,31.88281706,53.87828729,39.55272721
1675,12.0,0.5,32.33996402,53.87828729,39.47653605
1676,12.0,0.5,32.33996402,53.59851335,39.60352132
1677,12.0,0.5,32.31456697,53.90937329,39.67971248
1678,12.0,0.5,32.26377286,53.90937329,39.60352132
1679,12.0,0.5,32.36536107,53.90937329,39.60352132
1680,12.0,0.5,32.33996402,53.59851335,39.42574195
1681,12.0,0.5,32.36536107,53.3498254,39.55272721
1682,12.0,0.5,32.44155223,53.8472013,39.60352132
1683,12.0,0.5,32.44155223,53.8472013,39.65431543
1684,12.0,0.5,32.41615518,53.47416938,39.50193311
1685,12.0,0.5,32.44155223,53.8472013,39.73050659
1686,12.0,0.5,32.31456697,53.78502931,39.55272721
1687,12.0,0.5,32.23837581,53.47416938,39.78130069
1688,12.0,0.5,32.13678759,53.3498254,40.46702114
1689,12.0,0.5,32.36536107,53.8472013,39.75590364
1690,12.0,0.5,32.23837581,53.62959935,39.1209773
1691,12.0,0.5,32.31456697,53.78502931,39.60352132
1692,12.0,0.5,32.21297875,53.8472013,39.27335962
1693,12.0,0.5,32.49234634,53.59851335,39.60352132
1694,12.0,0.5,31.90821411,54.00263127,39.62891837
1695,12.0,0.5,31.98440527,54.15806124,39.40034489
1696,12.0,0.5,31.88281706,53.78502931,39.60352132
1697,12.0,0.5,32.33996402,53.8472013,39.62891837
1698,12.0,0.5,31.55265536,53.78502931,39.17177141
1699,12.0,0.5,32.41615518,53.78502931,39.62891837
1700,12.0,0.5,32.44155223,54.12697524,39.67971248
1701,12.0,0.5,32.26377286,53.90937329,39.67971248
1702,12.0,0.5,32.44155223,53.78502931,38.81621266
1703,12.0,0.5,31.98440527,53.59851335,39.60352132
1704,12.0,0.5,32.36536107,53.8472013,39.62891837
1705,12.0,0.5,32.13678759,54.12697524,39.37494784
1706,12.0,0.5,32.31456697,53.90937329,39.60352132
1707,12.0,0.5,32.36536107,54.00263127,39.55272721
1708,12.0,0.5,32.41615518,54.00263127,39.65431543
1709,12.0,0.5,32.11139054,54.03371726,39.40034489
1710,12.0,0.5,32.44155223,54.18914723,39.67971248
1711,12.0,0.5,32.41615518,54.00263127,39.85749186
1712,12.0,0.5,32.41615518,54.12697524,39.67971248
1713,12.0,0.5,32.33996402,54.00263127,39.75590364
1714,12.0,0.5,32.33996402,54.15806124,39.65431543
1715,12.0,0.5,32.26377286,53.78502931,39.50193311
1716,12.0,0.5,32.44155223,54.00263127,39.62891837
1717,12.0,0.5,32.41615518,54.00263127,39.75590364
1718,12.0,0.5,32.44155223,54.15806124,40.03527123
1719,12.0,0.5,32.31456697,54.03371726,39.60352132
1720,12.0,0.5,31.88281706,54.03371726,39.62891837
1721,12.0,0.5,32.33996402,54.00263127,39.62891837
1722,12.0,0.5,32.36536107,53.53634137,39.90828596
1723,12.0,0.5,31.73043474,54.56217915,39.67971248
1724,12.0,0.5,32.41615518,54.00263127,39.8320948
1725,12.0,0.5,32.49234634,54.12697524,39.14637436
1726,12.0,0.5,32.41615518,54.18914723,39.75590364
1727,12.0,0.5,32.44155223,54.18914723,39.73050659
1728,12.0,0.5,32.33996402,54.00263127,39.78130069
1729,12.0,0.5,32.33996402,54.00263127,39.65431543
1730,12.0,0.5,32.41615518,54.3134912,39.75590364
1731,12.0,0.5,32.31456697,54.28240521,39.98447712
1732,12.0,0.5,32.44155223,54.3445772,39.8320948
1733,12.0,0.5,32.44155223,53.90937329,40.03527123
1734,12.0,0.5,32.23837581,53.8472013,39.67971248
1735,12.0,0.5,32.44155223,54.03371726,39.78130069
1736,12.0,0.5,32.44155223,54.18914723,39.78130069
1737,12.0,0.5,32.26377286,54.56217915,39.55272721
1738,12.0,0.5,32.11139054,54.18914723,39.98447712
1739,12.0,0.5,32.23837581,54.12697524,39.50193311
1740,12.0,0.5,32.41615518,54.18914723,39.75590364
1741,12.0,0.5,32.41615518,54.3134912,39.98447712
1742,12.0,0.5,32.26377286,54.18914723,39.8320948
1743,12.0,0.5,32.41615518,54.12697524,39.73050659
1744,12.0,0.5,32.44155223,53.78502931,39.98447712
1745,12.0,0.5,32.41615518,53.78502931,39.04478614
1746,12.0,0.5,32.33996402,53.75394332,39.78130069
1747,12.0,0.5,32.08599348,54.62435114,39.85749186
1748,12.0,0.5,32.41615518,54.00263127,40.03527123
1749,12.0,0.5,32.26377286,54.00263127,40.08606534
1750,12.0,0.5,32.44155223,54.43783518,39.27335962
1751,12.0,0.5,32.36536107,54.12697524,39.62891837
1752,12.0,0.5,31.88281706,54.03371726,39.60352132
1753,12.0,0.5,32.44155223,54.15806124,39.60352132
1754,12.0,0.5,32.36536107,54.12697524,39.67971248
1755,12.0,0.5,32.08599348,54.3134912,39.90828596
1756,12.0,0.5,32.23837581,54.46892117,39.75590364
1757,12.0,0.5,32.44155223,54.28240521,39.67971248
1758,12.0,0.5,32.44155223,54.28240521,39.8320948
1759,12.0,0.5,32.33996402,54.18914723,39.8320948
1760,12.0,0.5,32.44155223,54.28240521,40.23844766
1761,12.0,0.5,32.5685375,54.12697524,40.08606534
1762,12.0,0.5,32.41615518,54.18914723,39.8320948
1763,12.0,0.5,32.44155223,54.28240521,39.95908007
1764,12.0,0.5,32.00980232,53.59851335,39.8320948
1765,12.0,0.5,32.33996402,54.46892117,39.78130069
1766,12.0,0.5,32.36536107,54.3445772,39.98447712
1767,12.0,0.5,31.90821411,54.3134912,39.42574195
1768,12.0,0.5,31.78122884,54.74869511,39.67971248
1769,12.0,0.5,32.26377286,54.3445772,39.98447712
1770,12.0,0.5,32.36536107,54.43783518,39.67971248
1771,12.0,0.5,32.13678759,54.56217915,39.90828596
1772,12.0,0.5,32.41615518,54.28240521,39.67971248
1773,12.0,0.5,32.08599348,54.84195309,39.75590364
1774,12.0,0.5,32.33996402,54.43783518,39.60352132
1775,12.0,0.5,31.62884652,53.78502931,39.65431543
1776,12.0,0.5,32.44155223,54.3134912,40.13685944
1777,12.0,0.5,32.33996402,54.71760912,40.13685944
1778,12.0,0.5,32.33996402,54.28240521,39.8320948
1779,12.0,0.5,32.41615518,54.43783518,39.8320948
1780,12.0,0.5,32.23837581,54.68652312,40.03527123
1781,12.0,0.5,32.33996402,54.74869511,40.11146239
1782,12.0,0.5,32.21297875,54.74869511,40.13685944
1783,12.0,0.5,32.13678759,54.68652312,39.98447712
1784,12.0,0.5,32.26377286,54.68652312,39.98447712
1785,12.0,0.5,32.26377286,54.56217915,39.60352132
1786,12.0,0.5,32.36536107,54.3445772,40.18765355
1787,12.0,0.5,32.13678759,54.28240521,39.98447712
1788,12.0,0.5,32.61933161,54.8108671,40.11146239
1789,12.0,0.5,32.21297875,54.62435114,39.95908007
1790,12.0,0.5,32.26377286,54.62435114,39.65431543
1791,12.0,0.5,32.36536107,54.03371726,40.11146239
1792,12.0,0.5,32.33996402,54.74869511,39.62891837
1793,12.0,0.5,32.36536107,54.56217915,40.03527123
1794,12.0,0.5,32.33996402,54.62435114,39.8320948
1795,12.0,0.5,32.11139054,54.56217915,40.11146239
1796,12.0,0.5,32.41615518,54.99738306,39.75590364
1797,12.0,0.5,31.98440527,54.74869511,39.0701832
1798,12.0,0.5,32.26377286,54.71760912,39.95908007
1799,6.0,0.125,32.44155223,54.62435114,40.03527123
1800,6.0,0.125,32.23837581,54.99738306,40.08606534
1801,6.0,0.125,31.88281706,54.84195309,40.13685944
1802,6.0,0.125,32.26377286,54.68652312,40.18765355
1803,6.0,0.125,32.44155223,54.8108671,40.11146239
1804,6.0,0.125,32.13678759,54.3445772,40.11146239
1805,6.0,0.125,32.33996402,54.59326514,40.11146239
1806,6.0,0.125,32.11139054,54.62435114,40.11146239
1807,6.0,0.125,32.11139054,54.74869511,39.67971248
1808,6.0,0.125,32.31456697,54.40674918,40.23844766
1809,6.0,0.125,32.26377286,54.74869511,40.11146239
1810,6.0,0.125,32.26377286,54.71760912,39.98447712
1811,6.0,0.125,32.44155223,54.28240521,40.13685944
1812,6.0,0.125,32.33996402,54.8108671,40.18765355
1813,6.0,0.125,32.33996402,54.74869511,40.13685944
1814,6.0,0.125,32.26377286,54.43783518,40.79718283
1815,6.0,0.125,31.98440527,54.62435114,39.67971248
1816,6.0,0.125,32.44155223,54.8108671,40.18765355
1817,6.0,0.125,32.26377286,54.74869511,40.18765355
1818,6.0,0.125,32.26377286,54.74869511,40.11146239
1819,6.0,0.125,31.50186125,54.84195309,39.75590364
1820,6.0,0.125,32.67012571,54.93521107,40.34003587
1821,6.0,0.125,32.13678759,54.71760912,40.23844766
1822,6.0,0.125,32.1875817,54.87303909,40.26384471
1823,6.0,0.125,32.41615518,54.74869511,40.11146239
1824,6.0,0.125,32.36536107,54.74869511,40.11146239
1825,6.0,0.125,32.31456697,54.74869511,40.39082998
1826,6.0,0.125,32.36536107,54.87303909,40.23844766
1827,6.0,0.125,32.33996402,54.74869511,40.18765355
1828,6.0,0.125,32.44155223,54.99738306,39.78130069
1829,6.0,0.125,31.98440527,54.74869511,40.11146239
1830,6.0,0.125,32.33996402,55.30824299,40.03527123
1831,6.0,0.125,32.41615518,54.71760912,40.03527123
1832,6.0,0.125,32.44155223,54.8108671,40.31463882
1833,6.0,0.125,32.59393455,55.02846905,40.49241819
1834,6.0,0.125,32.23837581,54.8108671,40.26384471
1835,6.0,0.125,32.21297875,54.74869511,39.98447712
1836,6.0,0.125,32.41615518,54.74869511,40.18765355
1837,6.0,0.125,31.95900822,54.62435114,40.11146239
1838,6.0,0.125,31.85742,54.74869511,39.62891837
1839,6.0,0.125,32.26377286,54.74869511,40.26384471
1840,6.0,0.125,32.36536107,54.74869511,40.31463882
1841,6.0,0.125,32.26377286,54.87303909,40.39082998
1842,6.0,0.125,32.41615518,54.84195309,40.34003587
1843,6.0,0.125,32.36536107,54.3445772,40.61940346
1844,6.0,0.125,32.41615518,54.59326514,40.26384471
1845,6.0,0.125,32.33996402,54.93521107,40.26384471
1846,6.0,0.125,32.11139054,55.15281303,40.26384471
1847,6.0,0.125,32.21297875,54.87303909,40.34003587
1848,6.0,0.125,32.08599348,54.8108671,40.11146239
1849,6.0,0.125,32.23837581,54.87303909,40.39082998
1850,6.0,0.125,32.23837581,54.74869511,40.23844766
1851,6.0,0.125,32.44155223,54.68652312,40.23844766
1852,6.0,0.125,32.08599348,54.8108671,40.13685944
1853,6.0,0.125,32.59393455,55.46367296,40.11146239
1854,6.0,0.125,32.44155223,54.74869511,39.78130069
1855,6.0,0.125,32.31456697,54.84195309,40.13685944
1856,6.0,0.125,32.36536107,55.02846905,40.39082998
1857,6.0,0.125,32.33996402,54.71760912,39.98447712
1858,6.0,0.125,32.41615518,54.84195309,40.23844766
1859,6.0,0.125,31.98440527,54.74869511,39.67971248
1860,6.0,0.125,32.41615518,54.8108671,39.55272721
1861,6.0,0.125,32.67012571,55.18389902,39.60352132
1862,6.0,0.125,32.11139054,54.74869511,39.50193311
1863,6.0,0.125,32.33996402,54.74869511,40.18765355
1864,6.0,0.125,32.44155223,54.84195309,40.49241819
1865,6.0,0.125,32.36536107,55.55693094,39.98447712
1866,6.0,0.125,32.33996402,54.74869511,39.67971248
1867,6.0,0.125,32.41615518,54.74869511,40.26384471
1868,6.0,0.125,32.33996402,54.99738306,40.11146239
1869,6.0,0.125,32.41615518,54.74869511,39.98447712
1870,6.0,0.125,31.73043474,54.74869511,39.67971248
1871,6.0,0.125,32.44155223,54.71760912,40.08606534
1872,6.0,0.125,32.44155223,54.74869511,40.18765355
1873,6.0,0.125,32.33996402,55.05955505,39.67971248
1874,6.0,0.125,31.98440527,54.8108671,39.67971248
1875,6.0,0.125,32.33996402,55.46367296,39.37494784
1876,6.0,0.125,32.26377286,54.74869511,40.08606534
1877,6.0,0.125,32.36536107,54.71760912,40.11146239
1878,6.0,0.125,32.33996402,54.71760912,39.98447712
1879,6.0,0.125,32.33996402,54.99738306,40.11146239
1880,6.0,0.125,32.23837581,55.24607101,40.11146239
1881,6.0,0.125,32.13678759,54.71760912,40.03527123
1882,6.0,0.125,32.33996402,54.43783518,40.08606534
1883,6.0,0.125,32.36536107,54.28240521,39.60352132
1884,6.0,0.125,32.33996402,55.02846905,40.46702114
1885,6.0,0.125,32.41615518,54.62435114,40.03527123
1886,6.0,0.125,32.41615518,54.74869511,40.03527123
1887,6.0,0.125,32.26377286,54.71760912,40.03527123
1888,6.0,0.125,32.26377286,54.74869511,40.08606534
1889,6.0,0.125,32.41615518,54.62435114,40.00987418
1890,6.0,0.125,32.33996402,54.74869511,40.08606534
1891,6.0,0.125,32.11139054,54.74869511,40.03527123
1892,6.0,0.125,32.11139054,54.74869511,39.62891837
1893,6.0,0.125,32.26377286,54.71760912,40.08606534
1894,6.0,0.125,32.26377286,55.05955505,40.08606534
1895,6.0,0.125,32.33996402,54.74869511,39.67971248
1896,6.0,0.125,32.26377286,54.74869511,39.73050659
1897,6.0,0.125,32.36536107,54.62435114,39.98447712
1898,6.0,0.125,32.44155223,54.62435114,39.60352132
1899,6.0,0.125,32.5685375,54.87303909,40.13685944
1900,6.0,0.125,32.26377286,54.74869511,39.90828596
1901,6.0,0.125,32.31456697,54.74869511,39.8320948
1902,6.0,0.125,31.75583179,54.62435114,39.78130069
1903,6.0,0.125,32.21297875,54.71760912,39.98447712
1904,6.0,0.125,32.33996402,54.62435114,39.78130069
1905,6.0,0.125,32.44155223,54.71760912,39.50193311
1906,6.0,0.125,32.26377286,54.84195309,39.98447712
1907,6.0,0.125,32.36536107,54.68652312,40.23844766
1908,6.0,0.125,32.41615518,54.84195309,40.13685944
1909,6.0,0.125,32.54314045,55.18389902,39.60352132
1910,6.0,0.125,31.88281706,54.56217915,39.40034489
1911,6.0,0.125,32.33996402,54.99738306,40.03527123
1912,6.0,0.125,31.95900822,54.84195309,39.67971248
1913,6.0,0.125,32.36536107,54.74869511,39.75590364
1914,6.0,0.125,32.23837581,54.46892117,40.03527123
1915,6.0,0.125,31.98440527,54.56217915,39.62891837
1916,6.0,0.125,32.5685375,54.56217915,39.98447712
1917,6.0,0.125,32.26377286,54.87303909,39.95908007
1918,6.0,0.125,32.33996402,54.56217915,39.75590364
1919,6.0,0.125,32.26377286,54.18914723,40.08606534
1920,6.0,0.125,31.85742,54.71760912,39.60352132
1921,6.0,0.125,32.44155223,54.68652312,39.8320948
1922,6.0,0.125,32.11139054,54.71760912,39.62891837
1923,6.0,0.125,32.26377286,54.71760912,39.78130069
1924,6.0,0.125,32.33996402,55.02846905,40.08606534
1925,6.0,0.125,32.36536107,54.56217915,39.78130069
1926,6.0,0.125,32.13678759,54.71760912,39.65431543
1927,6.0,0.125,32.23837581,54.68652312,39.50193311
1928,6.0,0.125,32.08599348,54.71760912,39.60352132
1929,6.0,0.125,32.41615518,54.62435114,39.78130069
1930,6.0,0.125,31.95900822,53.87828729,40.03527123
1931,6.0,0.125,31.95900822,54.3445772,40.11146239
1932,6.0,0.125,32.11139054,54.71760912,39.65431543
1933,6.0,0.125,32.5685375,54.87303909,39.95908007
1934,6.0,0.125,32.36536107,54.74869511,39.8320948
1935,6.0,0.125,32.33996402,54.74869511,39.60352132
1936,6.0,0.125,32.41615518,54.74869511,39.62891837
1937,6.0,0.125,32.41615518,54.18914723,40.03527123
1938,6.0,0.125,32.41615518,54.71760912,39.47653605
1939,6.0,0.125,32.41615518,54.71760912,39.78130069
1940,6.0,0.125,32.5685375,54.74869511,39.62891837
1941,6.0,0.125,32.26377286,54.59326514,39.62891837
1942,6.0,0.125,32.26377286,54.74869511,39.37494784
1943,6.0,0.125,32.5685375,54.74869511,39.78130069
1944,6.0,0.125,32.41615518,54.74869511,39.60352132
1945,6.0,0.125,32.41615518,54.62435114,39.67971248
1946,6.0,0.125,31.90821411,53.90937329,39.55272721
1947,6.0,0.125,32.21297875,54.74869511,39.60352132
1948,6.0,0.125,31.90821411,53.97154527,39.67971248
1949,6.0,0.125,32.33996402,54.59326514,39.78130069
1950,6.0,0.125,32.33996402,54.74869511,39.60352132
1951,6.0,0.125,32.23837581,54.74869511,39.62891837
1952,6.0,0.125,32.26377286,54.56217915,39.67971248
1953,6.0,0.125,32.41615518,54.74869511,39.60352132
1954,6.0,0.125,32.08599348,54.3445772,39.62891837
1955,6.0,0.125,31.90821411,53.78502931,39.65431543
1956,6.0,0.125,32.23837581,54.3445772,39.55272721
1957,6.0,0.125,32.11139054,54.71760912,39.60352132
1958,6.0,0.125,32.61933161,55.24607101,39.24796257
1959,6.0,0.125,32.31456697,54.74869511,39.62891837
1960,6.0,0.125,32.41615518,54.74869511,39.60352132
1961,6.0,0.125,32.69552277,55.43258697,39.55272721
1962,6.0,0.125,32.33996402,54.68652312,39.67971248
1963,6.0,0.125,32.26377286,54.74869511,39.47653605
1964,6.0,0.125,32.26377286,54.46892117,39.60352132
1965,6.0,0.125,32.44155223,55.02846905,39.40034489
1966,6.0,0.125,32.33996402,54.93521107,39.24796257
1967,6.0,0.125,32.11139054,54.74869511,39.55272721
1968,6.0,0.125,32.44155223,54.71760912,39.47653605
1969,6.0,0.125,32.44155223,54.68652312,39.27335962
1970,6.0,0.125,32.33996402,54.18914723,39.8320948
1971,6.0,0.125,31.90821411,54.43783518,39.32415373
1972,6.0,0.125,32.33996402,54.74869511,39.17177141
1973,6.0,0.125,32.23837581,54.71760912,39.29875668
1974,6.0,0.125,31.88281706,53.8472013,39.55272721
1975,6.0,0.125,32.41615518,54.43783518,39.60352132
1976,6.0,0.125,32.21297875,54.71760912,39.55272721
1977,6.0,0.125,32.33996402,54.56217915,39.73050659
1978,6.0,0.125,31.98440527,54.74869511,39.55272721
1979,6.0,0.125,32.36536107,54.74869511,39.60352132
1980,6.0,0.125,32.00980232,54.74869511,39.55272721
1981,6.0,0.125,32.13678759,54.74869511,39.60352132
1982,6.0,0.125,32.33996402,54.74869511,39.55272721
1983,6.0,0.125,32.26377286,54.62435114,39.60352132
1984,6.0,0.125,32.21297875,54.62435114,39.40034489
1985,6.0,0.125,32.41615518,54.8108671,39.65431543
1986,6.0,0.125,32.31456697,54.56217915,39.47653605
1987,6.0,0.125,32.13678759,54.3445772,39.24796257
1988,6.0,0.125,32.67012571,54.74869511,39.60352132
1989,6.0,0.125,32.13678759,54.56217915,39.60352132
1990,6.0,0.125,32.26377286,54.46892117,39.55272721
1991,6.0,0.125,32.23837581,54.8108671,39.55272721
1992,6.0,0.125,32.23837581,54.74869511,38.94319793
1993,6.0,0.125,32.11139054,54.74869511,39.60352132
1994,6.0,0.125,32.41615518,54.71760912,39.37494784
1995,6.0,0.125,32.23837581,54.74869511,39.60352132
1996,6.0,0.125,32.21297875,54.62435114,39.55272721
1997,6.0,0.125,32.33996402,54.62435114,39.55272721
1998,6.0,0.125,32.13678759,54.74869511,39.55272721
1999,6.0,0.125,31.98440527,54.74869511,39.32415373
2000,6.0,0.125,32.41615518,54.62435114,39.60352132
2001,6.0,0.125,32.36536107,54.74869511,39.47653605
2002,6.0,0.125,32.31456697,54.71760912,39.55272721
2003,6.0,0.125,32.31456697,54.12697524,39.0701832
2004,6.0,0.125,32.31456697,54.12697524,39.67971248
2005,6.0,0.125,32.26377286,54.74869511,39.55272721
2006,6.0,0.125,32.41615518,54.3445772,39.67971248
2007,6.0,0.125,32.21297875,54.74869511,39.60352132
2008,6.0,0.125,32.33996402,54.71760912,39.50193311
2009,6.0,0.125,32.33996402,54.74869511,39.50193311
2010,6.0,0.125,32.21297875,54.18914723,39.27335962
2011,6.0,0.125,31.98440527,54.68652312,39.04478614
2012,6.0,0.125,32.67012571,55.43258697,38.96859498
2013,6.0,0.125,32.36536107,54.62435114,39.55272721
2014,6.0,0.125,32.23837581,54.68652312,39.47653605
2015,6.0,0.125,32.23837581,54.71760912,39.67971248
2016,6.0,0.125,32.26377286,54.56217915,39.47653605
2017,6.0,0.125,31.95900822,54.56217915,39.40034489
2018,6.0,0.125,32.44155223,54.74869511,39.37494784
2019,6.0,0.125,32.49234634,54.74869511,39.75590364
2020,6.0,0.125,32.11139054,54.71760912,39.55272721
2021,6.0,0.125,31.73043474,53.8472013,39.27335962
2022,6.0,0.125,32.13678759,54.59326514,39.40034489
2023,6.0,0.125,32.41615518,54.56217915,39.65431543
2024,6.0,0.125,32.31456697,54.74869511,39.14637436
2025,6.0,0.125,32.11139054,54.71760912,39.55272721
2026,6.0,0.125,32.36536107,54.46892117,39.60352132
2027,6.0,0.125,32.49234634,54.18914723,39.60352132
2028,6.0,0.125,32.33996402,54.71760912,39.55272721
2029,6.0,0.125,32.13678759,54.74869511,39.55272721
2030,6.0,0.125,31.73043474,54.62435114,39.0701832
2031,6.0,0.125,32.41615518,54.74869511,39.50193311
2032,6.0,0.125,32.54314045,54.74869511,39.62891837
2033,6.0,0.125,32.26377286,54.74869511,39.37494784
2034,6.0,0.125,31.95900822,54.56217915,39.40034489
2035,6.0,0.125,32.67012571,54.93521107,39.60352132
2036,6.0,0.125,32.41615518,54.62435114,39.37494784
2037,6.0,0.125,32.31456697,54.56217915,39.42574195
2038,6.0,0.125,32.36536107,54.74869511,39.27335962
2039,6.0,0.125,32.36536107,54.74869511,39.50193311
2040,6.0,0.125,32.13678759,54.28240521,39.47653605
2041,6.0,0.125,32.23837581,54.71760912,39.1209773
2042,6.0,0.125,32.5685375,54.56217915,39.75590364
2043,6.0,0.125,31.85742,54.68652312,38.33366865
2044,6.0,0.125,32.44155223,54.3134912,39.37494784
2045,6.0,0.125,32.23837581,54.62435114,39.27335962
2046,6.0,0.125,32.33996402,54.62435114,39.42574195
2047,6.0,0.125,32.33996402,54.71760912,39.67971248
2048,6.0,0.125,32.41615518,54.74869511,38.94319793
2049,6.0,0.125,31.52725831,54.74869511,39.04478614
2050,6.0,0.125,31.95900822,54.71760912,38.96859498
2051,6.0,0.125,32.23837581,54.71760912,39.47653605
2052,6.0,0.125,32.23837581,54.59326514,39.32415373
2053,6.0,0.125,32.11139054,54.46892117,39.04478614
2054,6.0,0.125,32.13678759,54.74869511,39.47653605
2055,6.0,0.125,32.49234634,54.62435114,39.75590364
2056,6.0,0.125,31.78122884,54.59326514,39.0701832
2057,6.0,0.125,32.41615518,54.68652312,39.24796257
2058,6.0,0.125,32.44155223,54.84195309,39.27335962
2059,6.0,0.125,31.88281706,54.62435114,39.17177141
2060,6.0,0.125,31.95900822,54.15806124,39.60352132
2061,6.0,0.125,32.21297875,54.74869511,39.27335962
2062,6.0,0.125,32.36536107,54.74869511,39.27335962
2063,6.0,0.125,32.26377286,54.74869511,39.27335962
2064,6.0,0.125,31.88281706,54.87303909,39.47653605
2065,6.0,0.125,32.26377286,54.74869511,39.40034489
2066,6.0,0.125,32.26377286,54.71760912,39.47653605
2067,6.0,0.125,32.26377286,54.84195309,39.32415373
2068,6.0,0.125,32.36536107,54.74869511,39.47653605
2069,6.0,0.125,32.41615518,54.68652312,39.40034489
2070,6.0,0.125,32.00980232,54.74869511,39.55272721
2071,6.0,0.125,31.95900822,54.74869511,39.55272721
2072,6.0,0.125,32.08599348,54.71760912,39.24796257
2073,6.0,0.125,32.41615518,54.74869511,39.0701832
2074,6.0,0.125,32.21297875,54.68652312,39.27335962
2075,6.0,0.125,32.33996402,54.62435114,39.40034489
2076,6.0,0.125,32.26377286,54.3445772,39.60352132
2077,6.0,0.125,32.41615518,54.74869511,39.37494784
2078,6.0,0.125,33.15266973,54.84195309,39.47653605
