,Current,Fc,Tc,Tr,Tj
274,12.0,0.5,32.41615518,36.62556091,31.85742
275,12.0,0.5,32.41615518,36.84316286,31.8066259
276,12.0,0.5,32.23837581,36.84316286,31.83202295
277,12.0,0.5,32.13678759,36.84316286,32.06059643
278,12.0,0.5,32.41615518,37.02967883,31.78122884
279,12.0,0.5,32.49234634,36.93642085,31.70503768
280,12.0,0.5,31.65424357,36.74990488,32.16218464
281,12.0,0.5,32.13678759,36.47013094,31.45106715
282,12.0,0.5,32.36536107,37.02967883,31.60344947
283,12.0,0.5,31.32408188,36.84316286,31.65424357
284,12.0,0.5,31.37487599,36.93642085,31.67964063
285,12.0,0.5,32.33996402,36.84316286,31.8066259
286,12.0,0.5,32.21297875,36.74990488,31.50186125
287,12.0,0.5,32.26377286,37.02967883,31.67964063
288,12.0,0.5,32.23837581,37.06076482,32.06059643
289,12.0,0.5,32.67012571,36.81207687,31.8066259
290,12.0,0.5,32.23837581,36.84316286,32.06059643
291,12.0,0.5,32.44155223,37.02967883,31.78122884
292,12.0,0.5,32.23837581,36.53230293,31.83202295
293,12.0,0.5,31.98440527,37.52705472,31.8066259
294,12.0,0.5,32.26377286,36.84316286,31.83202295
295,12.0,0.5,32.23837581,37.02967883,31.67964063
296,12.0,0.5,32.1875817,36.59447492,31.55265536
297,12.0,0.5,32.33996402,36.93642085,31.83202295
298,12.0,0.5,32.23837581,37.30945277,31.8066259
299,12.0,0.5,32.41615518,37.02967883,31.85742
300,12.0,0.5,32.33996402,36.96750684,31.70503768
301,12.0,0.5,32.33996402,37.02967883,31.93361116
302,12.0,0.5,32.36536107,36.84316286,31.85742
303,12.0,0.5,32.23837581,37.06076482,32.13678759
304,12.0,0.5,32.26377286,37.1540228,31.45106715
305,12.0,0.5,32.33996402,37.09185081,31.85742
306,12.0,0.5,32.23837581,36.59447492,31.65424357
307,12.0,0.5,32.49234634,36.93642085,31.8066259
308,12.0,0.5,32.41615518,37.02967883,31.85742
309,12.0,0.5,32.33996402,36.84316286,31.83202295
310,12.0,0.5,32.33996402,36.93642085,32.00980232
311,12.0,0.5,32.36536107,36.84316286,31.83202295
312,12.0,0.5,32.44155223,36.74990488,31.85742
313,12.0,0.5,32.31456697,37.18510879,31.95900822
314,12.0,0.5,32.33996402,36.71881889,31.8066259
315,12.0,0.5,32.5685375,37.37162475,32.16218464
316,12.0,0.5,32.36536107,36.6566469,31.65424357
317,12.0,0.5,32.44155223,36.84316286,31.8066259
318,12.0,0.5,32.13678759,37.18510879,31.95900822
319,12.0,0.5,32.26377286,37.09185081,31.85742
320,12.0,0.5,32.49234634,37.02967883,32.00980232
321,12.0,0.5,32.44155223,37.30945277,31.57805241
322,12.0,0.5,32.26377286,37.21619479,31.93361116
323,12.0,0.5,32.44155223,36.96750684,31.57805241
324,12.0,0.5,32.13678759,37.37162475,32.00980232
325,12.0,0.5,31.78122884,37.1540228,31.50186125
326,12.0,0.5,31.88281706,36.84316286,31.70503768
327,12.0,0.5,32.33996402,37.18510879,31.83202295
328,12.0,0.5,32.21297875,37.18510879,31.65424357
329,12.0,0.5,32.44155223,37.09185081,32.03519938
330,12.0,0.5,32.33996402,37.37162475,31.85742
331,12.0,0.5,32.44155223,37.46488273,32.16218464
332,12.0,0.5,32.54314045,37.90008664,31.70503768
333,12.0,0.5,32.33996402,37.80682866,31.83202295
334,12.0,0.5,32.26377286,37.18510879,31.93361116
335,12.0,0.5,32.21297875,37.37162475,31.85742
336,12.0,0.5,32.23837581,37.18510879,32.13678759
337,12.0,0.5,32.13678759,37.34053876,31.95900822
338,12.0,0.5,32.67012571,37.46488273,32.16218464
339,12.0,0.5,32.26377286,37.30945277,31.83202295
340,12.0,0.5,32.23837581,37.6203127,31.85742
341,12.0,0.5,31.83202295,37.37162475,31.8066259
342,12.0,0.5,32.44155223,37.06076482,31.60344947
343,12.0,0.5,32.36536107,37.86900065,31.37487599
344,12.0,0.5,32.21297875,37.30945277,31.60344947
345,12.0,0.5,31.95900822,37.71357068,31.8066259
346,12.0,0.5,32.26377286,37.52705472,32.1875817
347,12.0,0.5,31.90821411,37.71357068,31.95900822
348,12.0,0.5,32.44155223,37.37162475,31.93361116
349,12.0,0.5,32.33996402,37.6203127,32.00980232
350,12.0,0.5,32.49234634,37.37162475,32.03519938
351,12.0,0.5,32.49234634,37.6203127,32.00980232
352,12.0,0.5,31.50186125,37.80682866,32.00980232
353,12.0,0.5,31.95900822,37.52705472,31.42567009
354,12.0,0.5,32.44155223,37.93117264,32.00980232
355,12.0,0.5,31.52725831,37.46488273,32.06059643
356,12.0,0.5,32.26377286,37.6203127,32.16218464
357,12.0,0.5,32.26377286,37.90008664,32.16218464
358,12.0,0.5,32.33996402,37.6203127,32.06059643
359,12.0,0.5,32.5685375,37.93117264,32.1875817
360,12.0,0.5,32.31456697,37.6513987,32.00980232
361,12.0,0.5,32.41615518,37.09185081,31.8066259
362,12.0,0.5,32.44155223,37.71357068,31.85742
363,12.0,0.5,32.44155223,37.99334462,31.65424357
364,12.0,0.5,32.33996402,37.90008664,32.54314045
365,12.0,0.5,32.08599348,37.46488273,32.36536107
366,12.0,0.5,32.33996402,38.21094658,32.16218464
367,12.0,0.5,32.36536107,37.6513987,32.1875817
368,12.0,0.5,32.5685375,38.14877459,32.16218464
369,12.0,0.5,32.41615518,37.93117264,32.06059643
370,12.0,0.5,32.44155223,37.80682866,32.03519938
371,12.0,0.5,32.54314045,37.93117264,32.28916991
372,12.0,0.5,32.11139054,37.52705472,31.70503768
373,12.0,0.5,32.41615518,38.17986058,32.16218464
374,12.0,0.5,32.36536107,37.93117264,32.26377286
375,12.0,0.5,32.44155223,37.99334462,32.16218464
376,12.0,0.5,32.44155223,37.86900065,31.85742
377,12.0,0.5,32.54314045,38.5839785,32.1875817
378,12.0,0.5,32.26377286,38.02443062,32.00980232
379,12.0,0.5,32.21297875,37.93117264,32.06059643
380,12.0,0.5,32.36536107,37.80682866,31.93361116
381,12.0,0.5,32.26377286,37.90008664,31.83202295
382,12.0,0.5,32.69552277,37.71357068,32.21297875
383,12.0,0.5,32.33996402,37.93117264,32.21297875
384,12.0,0.5,31.73043474,38.42854853,32.13678759
385,12.0,0.5,32.36536107,37.99334462,32.06059643
386,12.0,0.5,32.26377286,37.93117264,32.1875817
387,12.0,0.5,31.95900822,38.02443062,32.00980232
388,12.0,0.5,32.23837581,38.21094658,32.1875817
389,12.0,0.5,32.31456697,38.05551661,32.1875817
390,12.0,0.5,32.49234634,38.17986058,32.54314045
391,12.0,0.5,32.36536107,37.99334462,32.1875817
392,12.0,0.5,32.41615518,38.21094658,32.16218464
393,12.0,0.5,32.41615518,38.14877459,32.16218464
394,12.0,0.5,32.36536107,38.42854853,31.85742
395,12.0,0.5,32.33996402,37.99334462,32.1875817
396,12.0,0.5,32.33996402,38.49072052,32.1875817
397,12.0,0.5,32.26377286,38.14877459,32.16218464
398,12.0,0.5,32.41615518,38.02443062,32.16218464
399,12.0,0.5,32.44155223,38.02443062,32.1875817
400,12.0,0.5,32.44155223,38.36637655,32.21297875
401,12.0,0.5,32.33996402,38.5839785,31.85742
402,12.0,0.5,32.44155223,38.49072052,32.21297875
403,12.0,0.5,32.13678759,38.42854853,31.70503768
404,12.0,0.5,32.36536107,38.14877459,32.26377286
405,12.0,0.5,32.44155223,38.42854853,32.06059643
406,12.0,0.5,32.41615518,38.21094658,32.26377286
407,12.0,0.5,32.31456697,38.14877459,32.1875817
408,12.0,0.5,31.78122884,38.21094658,32.54314045
409,12.0,0.5,32.13678759,37.71357068,32.41615518
410,12.0,0.5,32.49234634,38.21094658,32.39075813
411,12.0,0.5,32.44155223,38.36637655,32.28916991
412,12.0,0.5,32.5685375,38.49072052,32.5685375
413,12.0,0.5,32.41615518,38.42854853,32.36536107
414,12.0,0.5,32.33996402,38.33529055,32.36536107
415,12.0,0.5,32.5685375,38.36637655,32.61933161
416,12.0,0.5,32.36536107,38.55289251,32.21297875
417,12.0,0.5,32.33996402,38.21094658,32.21297875
418,12.0,0.5,32.41615518,38.5839785,32.39075813
419,12.0,0.5,31.32408188,37.99334462,32.13678759
420,12.0,0.5,31.95900822,38.14877459,32.36536107
421,12.0,0.5,32.67012571,38.33529055,32.72091982
422,12.0,0.5,32.33996402,38.73940847,32.28916991
423,12.0,0.5,32.41615518,38.55289251,32.36536107
424,12.0,0.5,32.13678759,38.36637655,32.1875817
425,12.0,0.5,32.26377286,38.86375244,32.51774339
426,12.0,0.5,32.44155223,38.42854853,32.26377286
427,12.0,0.5,32.41615518,38.61506449,32.1875817
428,12.0,0.5,32.36536107,38.5839785,32.28916991
429,12.0,0.5,32.13678759,38.49072052,32.31456697
430,12.0,0.5,32.5685375,38.67723648,32.16218464
431,12.0,0.5,31.90821411,38.5839785,32.28916991
432,12.0,0.5,32.36536107,38.5839785,32.28916991
433,12.0,0.5,32.5685375,38.86375244,32.36536107
434,12.0,0.5,32.67012571,38.73940847,32.41615518
435,12.0,0.5,32.08599348,38.73940847,31.85742
436,12.0,0.5,31.90821411,37.90008664,32.28916991
437,12.0,0.5,32.54314045,39.17461238,32.36536107
438,12.0,0.5,32.44155223,38.89483843,32.39075813
439,12.0,0.5,32.44155223,38.55289251,32.28916991
440,12.0,0.5,32.26377286,38.61506449,32.36536107
441,12.0,0.5,32.36536107,38.67723648,32.39075813
442,12.0,0.5,32.26377286,38.5839785,32.39075813
443,12.0,0.5,32.33996402,38.5839785,31.95900822
444,12.0,0.5,32.44155223,39.0502684,32.5685375
445,12.0,0.5,32.44155223,38.86375244,32.26377286
446,12.0,0.5,32.33996402,38.61506449,30.51137617
447,12.0,0.5,32.26377286,38.67723648,32.5685375
448,12.0,0.5,31.88281706,38.36637655,32.41615518
449,12.0,0.5,32.5685375,39.0502684,32.74631688
450,12.0,0.5,31.88281706,38.92592443,32.28916991
451,12.0,0.5,32.41615518,38.89483843,32.74631688
452,12.0,0.5,32.44155223,39.0502684,32.61933161
453,12.0,0.5,32.79711098,39.23678436,32.39075813
454,12.0,0.5,32.31456697,38.73940847,32.41615518
455,12.0,0.5,32.23837581,38.61506449,31.50186125
456,12.0,0.5,32.26377286,38.67723648,32.5685375
457,12.0,0.5,32.00980232,38.92592443,32.1875817
458,12.0,0.5,32.26377286,38.89483843,32.06059643
459,12.0,0.5,32.21297875,38.86375244,32.36536107
460,12.0,0.5,32.44155223,38.92592443,32.5685375
461,12.0,0.5,32.26377286,38.92592443,32.82250804
462,12.0,0.5,32.31456697,39.0502684,31.8066259
463,12.0,0.5,32.97489036,38.73940847,32.67012571
464,12.0,0.5,32.31456697,38.73940847,33.00028741
465,12.0,0.5,32.08599348,39.11244039,32.36536107
466,12.0,0.5,32.26377286,39.11244039,32.5685375
467,12.0,0.5,32.36536107,39.17461238,32.61933161
468,12.0,0.5,32.67012571,39.01918241,32.74631688
469,12.0,0.5,32.41615518,39.0502684,32.41615518
470,12.0,0.5,31.98440527,39.33004234,32.64472866
471,12.0,0.5,32.44155223,38.86375244,32.39075813
472,12.0,0.5,32.41615518,39.33004234,32.61933161
473,12.0,0.5,32.13678759,39.0502684,32.21297875
474,12.0,0.5,31.98440527,39.11244039,32.1875817
475,12.0,0.5,31.95900822,38.21094658,32.67012571
476,12.0,0.5,32.61933161,38.86375244,32.64472866
477,12.0,0.5,32.44155223,39.0502684,32.26377286
478,12.0,0.5,32.36536107,40.5113101,32.64472866
479,12.0,0.5,32.31456697,39.60981629,32.67012571
480,12.0,0.5,32.08599348,38.83266645,32.5685375
481,12.0,0.5,32.41615518,39.14352638,32.51774339
482,12.0,0.5,32.41615518,39.45438632,32.74631688
483,12.0,0.5,32.00980232,39.17461238,31.65424357
484,12.0,0.5,32.08599348,39.33004234,32.51774339
485,12.0,0.5,32.26377286,39.39221433,32.61933161
486,12.0,0.5,32.13678759,39.17461238,32.54314045
487,12.0,0.5,31.88281706,39.5165583,32.21297875
488,12.0,0.5,31.98440527,39.5476443,32.28916991
489,12.0,0.5,32.41615518,38.73940847,32.39075813
490,12.0,0.5,32.33996402,39.39221433,32.26377286
491,12.0,0.5,32.49234634,39.42330032,32.74631688
492,12.0,0.5,32.79711098,39.73416026,32.54314045
493,12.0,0.5,32.41615518,39.45438632,32.72091982
494,12.0,0.5,32.26377286,39.29895635,32.87330214
495,12.0,0.5,32.36536107,39.5476443,32.72091982
496,12.0,0.5,32.44155223,39.33004234,32.5685375
