"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","Mahalanobis_Squared","Mahalanobis","Anomaly_68","Anomaly_95","Anomaly_99"
-1.03362408879281,0.709038248867438,0.439212414754885,0.405347545609489,-4.50177108636934,5.57746356025622,2.55463128844954,-0.851076938612183,-3.37028753962786,2.44961957888115,0.940166570232473,0.0550084128878677,-2.18690498781374,83.0613475329482,9.11379984051374,"Yes","Yes","Yes"
2.20095136045915,2.65248150421481,-2.77424723789907,1.02735300205225,1.32636978387345,0.49448237954855,-0.230175560041339,0.176858710729091,-2.91252617653837,-0.0127689261181858,2.1811627819604,-1.24739501600917,-0.834668038891791,32.9408446298706,5.73941152295866,"Yes","Yes","Yes"
0.413443618896216,-2.59913470039203,0.265369199303055,2.90203492743711,1.55501834775574,-0.546150377025566,-1.58672715794806,-1.0809430272778,-1.57215578815469,0.578628818212425,2.79106064368221,1.67335353087323,-0.671275136797988,35.1259765892093,5.9267171848511,"Yes","Yes","Yes"
1.66038229012676,4.85046955616186,0.304546726044212,2.73391248543644,1.8540321822098,-0.522504798332972,0.790881383096523,-2.30070017449223,0.462123527031501,0.871347807439664,1.15197989297148,0.484067289806519,-0.00410828619857845,30.7425499973976,5.54459646840034,"Yes","Yes","Yes"
0.929886029151626,0.739621118385723,-3.84814448365313,0.767980852053787,1.89320946109948,1.59267565666631,0.177293558039773,0.371989819771624,-2.59734512200658,1.14768124578138,1.63977518264005,-0.31613503261153,-2.26291869264045,38.1303825914409,6.1749803717454,"Yes","Yes","Yes"
1.41000299119727,-0.934168863056126,-0.0558546392494106,2.82742508344521,1.72974050291409,2.84681572305205,0.641483791075288,1.13923049195627,-2.64712830314023,0.380967444920901,-1.04642683420104,-0.473591359811194,-0.371500839429194,28.9954119000262,5.38473879589588,"Yes","Yes","Yes"
-3.10776941836622,1.8648301449419,1.31092256430509,-0.0191524704255749,0.0301937934990975,3.53527017362595,0.452423340887827,-0.88005405273876,-1.84458218625078,-0.537216912310128,1.270497921456,-1.27843462570596,0.323508280594729,27.9399484884499,5.28582524195133,"Yes","Yes","Yes"
1.44030929059135,-2.5993769977876,0.601195232297153,3.21584800840003,-0.785787131083915,1.69467089585194,0.101938505948451,2.13072778330768,2.40074287008625,1.61072713111266,-0.499344136151332,0.800263548745695,0.674381524407775,31.5513324912606,5.61705728039697,"Yes","Yes","Yes"
-2.53507129907892,4.62675468844939,1.71176431444939,1.33994845932773,-1.0895529318991,-1.7332266330987,-0.126564179703428,-2.2439197534262,-0.907942491566164,-0.822426460511638,-1.61000016978726,0.529455848132636,1.80531313555261,36.4722438117893,6.03922543144312,"Yes","Yes","Yes"
0.237672524213976,-2.06782910557777,-0.131510559460779,0.986428994962727,-1.17725887425055,0.774735891329729,-2.75865524953251,-2.39729212527676,-1.87539462744036,-0.0266291032284739,-1.52011477968965,1.16286613283517,1.71518773188046,32.4987645054267,5.70076876442351,"Yes","Yes","Yes"
1.55134427665313,5.16942971316085,1.26078479579446,2.15857738349978,2.2689518231984,-0.594052763795166,-0.150554157004251,-0.904532368438054,2.66914600964983,-0.367364160989764,-0.050014592749864,-0.157048304975718,0.538179922213289,32.5946021333705,5.7091682523263,"Yes","Yes","Yes"
0.704740187413375,2.48107481503812,-4.55249843675699,-1.38772505571827,-1.37824554836766,-1.3443451473126,0.691283941090488,-0.223950267168069,1.13662793283245,-3.78832286701721,0.911275334568156,0.445124079463207,-0.56222250971264,42.6407304833203,6.52998702014945,"Yes","Yes","Yes"
4.1097734988867,2.21415627823254,0.114121937322774,1.26590572856048,1.15715746676174,-0.708044385216969,2.13490702873557,-2.52068936249427,1.27976460624825,-0.792281512742962,-0.457876343824882,-1.5119412543247,-0.611401624205908,29.4936341444931,5.4308041894818,"Yes","Yes","Yes"
-1.93400683491595,1.7709407415568,2.50345095609149,1.11404060730363,-0.573594798101201,-0.073587183089569,-0.261367041608944,-0.57589322336441,-2.15827146508297,0.0783581056919788,0.390543684814165,-3.90231197834499,0.821758045809945,37.989503697243,6.16356258159541,"Yes","Yes","Yes"
-2.09707809454139,1.47758388134356,-0.391311968945441,1.0364932079988,-0.880975320437451,0.763091574989451,2.27216986759771,-1.91092900752176,-2.28257610202076,0.793600493099834,2.53614655225986,-0.818439144184375,-1.19591727370222,33.2816815497079,5.76902778201907,"Yes","Yes","Yes"
2.16714362326182,0.938741177866202,-2.39156895231036,4.89385698106554,-2.7153182885117,-0.0668291120121996,-0.703990230108317,-3.36538249292443,-0.67458513469045,0.0200689876292367,-4.17156925951397,-0.204921610673827,2.11868429920537,75.776359511667,8.70496177542825,"Yes","Yes","Yes"
-0.15221789078537,3.15746792470139,0.500468742627391,0.78969907489253,-0.7417025399829,0.873081406645223,-2.37289688075385,-0.297732094504792,1.60290414019644,1.69399709496566,2.02716448274463,-1.98766789436768,0.306664618246961,30.7016654970428,5.5409083638915,"Yes","Yes","Yes"
-7.27034541001282,2.50394300185421,1.10924091948648,0.643097858048097,0.676414856897253,-1.74027926942415,-1.32555368932494,1.08734679413124,-0.593843211089095,-1.24927152783162,-1.51454405223849,-0.0846814215717974,1.31110302729243,37.8510970338244,6.15232452279823,"Yes","Yes","Yes"
-1.20426177780542,-0.00149548718243197,-1.63201723378219,0.805137249031946,1.90008499877808,-0.31159952856125,3.07155983267646,-2.42942520583436,-2.29601313380322,1.39311658312537,-0.607933121415227,0.305483392293881,1.74483841349668,35.5774353684828,5.96468233592392,"Yes","Yes","Yes"
-3.11025907900891,4.1998696648723,3.57530732351037,3.32533189381143,1.10336721538388,-1.07767702364526,0.0810465094859139,1.60947612932972,-0.419705586189036,0.90977151641399,1.09198906191428,0.747278688732304,-1.31331313758847,39.8204348885654,6.31034348419842,"Yes","Yes","Yes"
0.0673090886461016,1.0351866255713,-1.28736875405006,2.85206575342728,0.288692499392383,1.88979862889678,-1.99120604172685,2.50399791468469,0.786772706425195,2.49475382411247,-0.276745271647155,0.210199320799005,-0.467048971882083,30.1635390845195,5.49213429228743,"Yes","Yes","Yes"
